goodreads_book_id,summary,genre,book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,genre2
8852,"In 1603, James VI of Scotland ascended the English throne, becoming James I of England. London was alive with an interest in all things Scottish, and Shakespeare turned to Scottish history for material. He found a spectacle of violence and stories of traitors advised by witches and wizards, echoing James’s belief in a connection between treason and witchcraft.In depicting a man who murders to become king, Macbeth teases us with huge questions. Is Macbeth tempted by fate, or by his or his wife’s ambition? Why does their success turn to ashes?Like other plays, Macbeth speaks to each generation. Its story was once seen as that of a hero who commits an evil act and pays an enormous price. Recently, it has been applied to nations that overreach themselves and to modern alienation. The line is blurred between Macbeth’s evil and his opponents’ good, and there are new attitudes toward both witchcraft and gender.","['Classics', 'Plays', 'Fiction', 'Drama', 'Academic', 'School', 'Literature', 'Academic', 'Read For School', 'Plays', 'Theatre', 'Young Adult', 'High School', 'Poetry']",154,8852,1896522,1732,743477103,9780743477110.0,William Shakespeare,1606,The Tragedy of Macbeth,Macbeth,eng,3.88,496018,524826,7609,10551,35408,127354,183871,167642,https://images.gr-assets.com/books/1459795224m/8852.jpg,https://images.gr-assets.com/books/1459795224s/8852.jpg,"['Classics', 'Plays', 'Fiction', 'Drama', 'Academic', 'School', 'Literature', 'Academic', 'ReadForSchool', 'Plays', 'Theatre', 'YoungAdult', 'HighSchool', 'Poetry']"
8921,"‘Mr. Holmes, they were the footprints of a gigantic hound!’The death, quite suddenly, of Sir Charles Baskerville in mysterious circumstances is the trigger for one of the most extraordinary cases ever to challenge the brilliant analytical mind of Sherlock Holmes. As rumours of a legendary hound said to haunt the Baskerville family circulate, Holmes and Watson are asked to ensure the protection of Sir Charles' only heir, Sir Henry - who has travelled all the way from America to reside at Baskerville Hall in Devon. And it is there, in an isolated mansion surrounded by mile after mile of wild moor, that Holmes and Watson come face to face with a terrifying evil that reaches out from centuries past . . .","['Classics', 'Mystery', 'Fiction', 'Mystery', 'Crime', 'Mystery', 'Detective', 'Thriller', 'Mystery Thriller', 'Thriller', 'European Literature', 'British Literature', 'Literature', 'Novels']",618,8921,3311984,1717,451528018,9780451528020.0,"Arthur Conan Doyle, Anne Perry",1902,The Hound of the Baskervilles,The Hound of the Baskervilles,eng,4.09,154517,178563,5421,1098,5204,35369,71857,65035,https://images.gr-assets.com/books/1355929358m/8921.jpg,https://images.gr-assets.com/books/1355929358s/8921.jpg,"['Classics', 'Mystery', 'Fiction', 'Mystery', 'Crime', 'Mystery', 'Detective', 'Thriller', 'MysteryThriller', 'Thriller', 'EuropeanLiterature', 'BritishLiterature', 'Literature', 'Novels']"
9516,"A New York Times Notable BookA Time Magazine “Best Comix of the Year”A San Francisco Chronicle and Los Angeles Times Best-sellerWise, funny, and heartbreaking, Persepolis is Marjane Satrapi’s memoir of growing up in Iran during the Islamic Revolution. In powerful black-and-white comic strip images, Satrapi tells the story of her life in Tehran from ages six to fourteen, years that saw the overthrow of the Shah’s regime, the triumph of the Islamic Revolution, and the devastating effects of war with Iraq. The intelligent and outspoken only child of committed Marxists and the great-granddaughter of one of Iran’s last emperors, Marjane bears witness to a childhood uniquely entwined with the history of her country.Persepolis paints an unforgettable portrait of daily life in Iran and of the bewildering contradictions between home life and public life. Marjane’s child’s-eye view of dethroned emperors, state-sanctioned whippings, and heroes of the revolution allows us to learn as she does the history of this fascinating country and of her own extraordinary family. Intensely personal, profoundly political, and wholly original, Persepolis is at once a story of growing up and a reminder of the human cost of war and political repression. It shows how we carry on, with laughter and tears, in the face of absurdity. And, finally, it introduces us to an irresistible little girl with whom we cannot help but fall in love.","['Sequential Art', 'Graphic Novels', 'Nonfiction', 'Sequential Art', 'Comics', 'Autobiography', 'Memoir', 'Biography']",828,9516,3303888,39,037571457X,9780375714570.0,"Marjane Satrapi, Mattias Ripa",2000,Persepolis,"Persepolis: The Story of a Childhood (Persepolis, #1)",eng,4.23,117103,119965,6588,1138,3121,16734,45474,53498,https://images.gr-assets.com/books/1425871473m/9516.jpg,https://images.gr-assets.com/books/1425871473s/9516.jpg,"['SequentialArt', 'GraphicNovels', 'Nonfiction', 'SequentialArt', 'Comics', 'Autobiography', 'Memoir', 'Biography']"
9517,"In Persepolis, heralded by the Los Angeles Times as ""one of the freshest and most original memoirs of our day,"" Marjane Satrapi dazzled us with her heartrending memoir-in-comic-strips about growing up in Iran during the Islamic Revolution. Here is the continuation of her fascinating story. In 1984, Marjane flees fundamentalism and the war with Iraq to begin a new life in Vienna. Once there, she faces the trials of adolescence far from her friends and family, and while she soon carves out a place for herself among a group of fellow outsiders, she continues to struggle for a sense of belonging.Finding that she misses her home more than she can stand, Marjane returns to Iran after graduation. Her difficult homecoming forces her to confront the changes both she and her country have undergone in her absence and her shame at what she perceives as her failure in Austria. Marjane allows her past to weigh heavily on her until she finds some like-minded friends, falls in love, and begins studying art at a university. However, the repression and state-sanctioned chauvinism eventually lead her to question whether she can have a future in Iran.As funny and poignant as its predecessor, Persepolis 2 is another clear-eyed and searing condemnation of the human cost of fundamentalism. In its depiction of the struggles of growing up--here compounded by Marjane's status as an outsider both abroad and at home--it is raw, honest, and incredibly illuminating.","['Sequential Art', 'Graphic Novels', 'Nonfiction', 'Sequential Art', 'Comics', 'Autobiography', 'Memoir', 'Biography']",2451,9517,6127168,29,375714669,9780375714660.0,"Marjane Satrapi, Anjali Singh",2001,Persepolis 2 ,"Persepolis 2: The Story of a Return (Persepolis, #2)",eng,4.23,45718,46982,1991,301,1157,6932,17596,20996,https://images.gr-assets.com/books/1327865598m/9517.jpg,https://images.gr-assets.com/books/1327865598s/9517.jpg,"['SequentialArt', 'GraphicNovels', 'Nonfiction', 'SequentialArt', 'Comics', 'Autobiography', 'Memoir', 'Biography']"
9532,"Welcome to Battleschool.Growing up is never easy. But try living on the mean streets as a child begging for food and fighting like a dog with ruthless gangs of starving kids who wouldn't hesitate to pound your skull into pulp for a scrap of apple. If Bean has learned anything on the streets, it's how to survive. And not with fists. He is way too small for that. But with brains.Bean is a genius with a magician's ability to zero in on his enemy and exploit his weakness.What better quality for a future general to lead the Earth in a final climactic battle against a hostile alien race, known as Buggers. At Battleschool Bean meets and befriends another future commander - Ender Wiggins - perhaps his only true rival.Only one problem: for Bean and Ender, the future is now.Ender's Shadow is the book that launched The Shadow Series, and the parallel novel to Orson Scott Card's science fiction classic, Ender's Game.","['Science Fiction', 'Fiction', 'Young Adult', 'Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Space', 'Adventure', 'War', 'Novels']",760,9532,3145587,63,765342405,9780765342410.0,Orson Scott Card,1998,Ender's Shadow,"Ender's Shadow (Ender's Shadow, #1)",eng,4.3,115521,125744,4587,706,2793,16218,44173,61854,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"['ScienceFiction', 'Fiction', 'YoungAdult', 'Fantasy', 'ScienceFictionFantasy', 'Audiobook', 'Space', 'Adventure', 'War', 'Novels']"
9566,"Still Life with Woodpecker is a sort of a love story that takes place inside a pack of Camel cigarettes. It reveals the purpose of the moon, explains the difference between criminals and outlaws, examines the conflict between social activism and romantic individualism, and paints a portrait of contemporary society that includes powerful Arabs, exiled royalty, and pregnant cheerleaders. It also deals with the problem of redheads.","['Fiction', 'Humor', 'Literature', 'Novels']",1299,9566,1105809,40,184243022X,9781842430220.0,Tom Robbins,1980,Still Life with Woodpecker,Still Life with Woodpecker,eng,4.04,56802,61511,2462,960,2789,11834,23239,22689,https://images.gr-assets.com/books/1308749778m/9566.jpg,https://images.gr-assets.com/books/1308749778s/9566.jpg,"['Fiction', 'Humor', 'Literature', 'Novels']"
9590,"Second only to Slaughterhouse-Five of Vonnegut's canon in its prominence and influence, God Bless You, Mr. Rosewater (1965) presents Eliot Rosewater, an itinerant, semi-crazed millionaire wandering the country in search of heritage and philanthropic outcome, introducing the science fiction writer Kilgore Trout to the world and Vonnegut to the collegiate audience which would soon make him a cult writer.Trout, modeled according to Vonnegut on the science fiction writer Theodore Sturgeon (with whom Vonnegut had an occasional relationship) is a desperate, impoverished but visionary hack writer who functions for Eliot Rosewater as both conscience and horrid example. Rosewater, seeking to put his inheritance to some meaningful use (his father was an entrepreneur), tries to do good within the context of almost illimitable cynicism and corruption.It is in this novel that Rosewater wanders into a science fiction conference--an actual annual event in Milford, Pennsylvania--and at the motel delivers his famous monologue evoked by science fiction writers and critics for almost half a century: ""None of you can write for sour apples... but you're the only people trying to come to terms with the really terrific things which are happening today."" Money does not drive Mr. Rosewater (or the corrupt lawyer who tries to shape the Rosewater fortune) so much as outrage at the human condition. The novel was adapted for a 1979 Alan Menken musical. The novel is told mostly thru a collection of short stories dealing with Eliot's interactions with the citizens of Rosewater County, usually with the last sentence serving as a punch line. The antagonist's tale, Mushari's, is told in a similar short essay fashion. The stories reveal different hypocrisies of humankind in a darkly humorous fashion.","['Fiction', 'Classics', 'Humor', 'Science Fiction', 'Literature']",2098,33290408,4076,80,385333471,9780385333470.0,Kurt Vonnegut Jr.,1965,"God Bless You, Mr Rosewater or Pearls before Swine","God Bless You, Mr. Rosewater",eng,3.94,40353,45412,1444,203,1670,11416,19313,12810,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"['Fiction', 'Classics', 'Humor', 'ScienceFiction', 'Literature']"
9592,"Librarian note: Alternate cover edition for this ISBN can be found here.Mother Night is a daring challenge to our moral sense. American Howard W. Campbell, Jr., a spy during World War II, is now on trial in Israel as a Nazi war criminal. But is he really guilty? In this brilliant book rife with true gallows humor, Vonnegut turns black and white into a chilling shade of gray with a verdict that will haunt us all.","['Fiction', 'Classics', 'Historical', 'Historical Fiction', 'Literature', 'War']",1704,9592,1222244,103,385334141,9780385334140.0,Kurt Vonnegut Jr.,1961,Mother Night,Mother Night,en-US,4.21,52249,57090,2195,199,1118,9073,23064,23636,https://images.gr-assets.com/books/1344621657m/9592.jpg,https://images.gr-assets.com/books/1344621657s/9592.jpg,"['Fiction', 'Classics', 'Historical', 'HistoricalFiction', 'Literature', 'War']"
9593,"Galápagos takes the reader back one million years, to A.D. 1986. A simple vacation cruise suddenly becomes an evolutionary journey. Thanks to an apocalypse, a small group of survivors stranded on the Galápagos Islands are about to become the progenitors of a brave, new, and totally different human race. In this inimitable novel, America’s master satirist looks at our world and shows us all that is sadly, madly awry—and all that is worth saving.","['Fiction', 'Science Fiction', 'Classics', 'Humor']",1676,9593,517654,92,385333870,9780385333870.0,Kurt Vonnegut Jr.,1985,Galápagos,Galápagos,,3.87,48330,54131,2134,543,3003,14082,21793,14710,https://images.gr-assets.com/books/1355012643m/9593.jpg,https://images.gr-assets.com/books/1355012643s/9593.jpg,"['Fiction', 'ScienceFiction', 'Classics', 'Humor']"
9597,"Man created machines in his own image...And man and machine alike were told to worship one deity: the CORPORATE PERSONALITY!The 10 Commandments according to the Church Of Corporate Thinking:1. Thou shalt believe in one corporation2. Thou shalt have no other corporations beside the one you serve3. Thou shalt honour all traditions and communal behaviours of your corporation4. Thou shalt accept whatever the corporation tells you as truth5. Thou shalt have no other truths except for corporate truth6. Thou shalt lie, steal and kill to protect your corporation against enemies7. Thou shalt not think outside the profitability and efficiency box8. Thou shalt not covet any social change but the one that is good for the corporation9. Thou shalt believe in the infallibility of the machines10. Thou shalt not demand meaning in life, but entertainment and convenienceThis is Vonnegut’s first novel, and the fifth I am reading. I have seen many reviews reflecting that his dark sarcasm is not fully developed yet, and that this is one of his weaker works linguistically as well. That may be. But it broke my heart. I am stunned, speechless, overwhelmed. It felt similar to reading Virginia Woolf’s The Voyage Out after finishing her later novels. It is all there in the making, even though the narrative style still remains more “conventional” than in later experimental stages. Just like her first novel was full of the anxiety of a world on a disastrous voyage towards the Great War, Vonnegut’s first novel shows the horrible making of the post-modern human being - more robotic than the computers that are about to be invented. It is an act of rationalization that does not end until human life itself has become redundant in the world of technological perfection. Vonnegut, however, does not criticize technology or the development of science per se. His aim is to show the robotic majority of humankind's need to form exclusive groups with certain patterns, protected against the outside world through specific procedures of selection. To keep unity within the group, external enemies and propaganda are utilized effectively. Vonnegut’s narrative mirrors Camus’ reflections on societies and rebellions in L'homme révolté, a pendulum movement between different corporations, eternally building new oppressive systems to support ideas that are taken for absolute truth, and weighed against other ideas, considered evil and thus to be destroyed with moral impunity. As a hilarious contrast foil, and tribute to Montesquieu’s Lettres Persanes, where a Persian explains the function of the pope from the perspective of an outsider (“C'est une vielle idole qu'on encense par habitude”), the story is accompanied by sequences describing the travelling Sha of Bratpuhr, who carefully studies different aspects of society and insists on calling the robot-like Americans “Takaru”, meaning “slaves”. The annoyed interpreter deliberately mis-translates the Shah’s recurring exclamation “Takaru, Takaru” into “citizens”, thus showing the true colours of citizenship in a state of prescribed behaviour and commitment.The overarching topic of the uselessness of modern human beings, as explored on a deeper level in God Bless You, Mr. Rosewater, receives no definite solution, as the pendulum between power and rebellion keeps moving.I felt a shiver down my spine reading about corporate team-building: a camp for brainwashing highly intelligent people. It reminded me of some education conferences, where pedagogues are given formulas for teaching “critical thinking skills”, along with lesson plans, standardized assessments and documentation for the all-important accreditation processes of popular curriculum brands. Bilious competitiveness within the organisation is lauded, as long as it follows prescribed rules, while search for personal freedom and creativity is punished, severely. Surveillance of every single step in a human’s life is taken for granted, and technology is embraced as the perfect spy on your private life and thoughts. Living in one of the most automatized countries in the world, I smiled at the primitive control functions in Vonnegut’s dystopian visions for the future. But it was a frozen smile, and it hurt.Helpless, powerless, quixotic, main character Proteus goes from one collective organisation to the next: socialized to be one in a group, he has few weapons, and the message seems to be that as an individual, you are prey, alone, hiding in a world of brutal predators who justify their evil with the commandments of their corporation. Part of the organisation, they have no personal responsibility, and hence feel no guilt.Nomen est omen.Proteus’ name is indicating versatility, adaptability and flexibility, and he struggles to live up to the rigidity and immutability that is required in order to survive in a competitive group with a shared visionary dogma. His opponent, Shepherd, embraces the dogma and is thus perfectly suited to care for sheep.When Eve ate the apple, she was the first one to break the rules of the corporation of the Garden Eden. She was expelled for it, and that is how the story goes, ever since: think for yourself, make your own decisions, speak up against illogical or inhumane rules and actions, and you are OUT! And human! Not a takaru or citizen! Congratulations! Let’s fight the windmills of the corporate personality, for some magic to stay in the world.For as long as we are here, our stories will go on, as Vonnegut brilliantly states in his closing lines:“This isn’t the end, you know”, he said. “Nothing ever is, nothing ever will be - not even Judgment Day.”","['Fiction', 'Science Fiction', 'Science Fiction', 'Dystopia', 'Classics']",2552,9597,1005005,91,385333781,9780385333790.0,Kurt Vonnegut Jr.,1952,Player Piano,Player Piano,eng,3.85,34362,36724,1365,280,1863,10065,15319,9197,https://images.gr-assets.com/books/1488041609m/9597.jpg,https://images.gr-assets.com/books/1488041609s/9597.jpg,"['Fiction', 'ScienceFiction', 'ScienceFiction', 'Dystopia', 'Classics']"
9712,"In their youth, Florentino Ariza and Fermina Daza fall passionately in love. When Fermina eventually chooses to marry a wealthy, well-born doctor, Florentino is heartbroken, but he is a romantic. As he rises in his business career he whiles away the years in 622 affairs—yet he reserves his heart for Fermina. Her husband dies at last, and Florentino purposefully attends the funeral. Fifty years, nine months, and four days after he first declared his love for Fermina, he will do so again.","['Fiction', 'Classics', 'Historical', 'Historical Fiction', 'Romance', 'Magical Realism']",233,9712,3285349,347,140003468X,9781400034680.0,"Gabriel García Márquez, Edith Grossman",1985,El amor en los tiempos del cólera,Love in the Time of Cholera,eng,3.89,283806,323461,15246,11450,23825,65668,110544,111974,https://images.gr-assets.com/books/1327124987m/9712.jpg,https://images.gr-assets.com/books/1327124987s/9712.jpg,"['Fiction', 'Classics', 'Historical', 'HistoricalFiction', 'Romance', 'MagicalRealism']"
9717,"In The Unbearable Lightness of Being, Milan Kundera tells the story of a young woman in love with a man torn between his love for her and his incorrigible womanizing and one of his mistresses and her humbly faithful lover. This magnificent novel juxtaposes geographically distant places, brilliant and playful reflections, and a variety of styles, to take its place as perhaps the major achievement of one of the world’s truly great writers.","['Fiction', 'Classics', 'Philosophy', 'Literature', 'Novels']",323,9717,4489585,274,571224385,9780571224390.0,"Milan Kundera, Michael Henry Heim",1984,Nesnesitelná lehkost bytí,The Unbearable Lightness of Being,eng,4.08,205279,247980,10682,4894,12964,42199,84519,103404,https://images.gr-assets.com/books/1265401884m/9717.jpg,https://images.gr-assets.com/books/1265401884s/9717.jpg,"['Fiction', 'Classics', 'Philosophy', 'Literature', 'Novels']"
9742,"The Audacity of Hope is Barack Obama's call for a new kind of politics—a politics that builds upon those shared understandings that pull us together as Americans. Lucid in his vision of America's place in the world, refreshingly candid about his family life and his time in the Senate, Obama here sets out his political convictions and inspires us to trust in the dogged optimism that has long defined us and that is our best hope going forward.","['Nonfiction', 'Politics', 'Biography', 'Autobiography', 'Memoir']",690,9742,1716451,62,307237699,9780307237700.0,Barack Obama,2006,The Audacity of Hope: Thoughts on Reclaiming the American Dream,The Audacity of Hope: Thoughts on Reclaiming the American Dream,en-US,3.69,110873,114115,4511,7053,7808,28645,40177,30432,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"['Nonfiction', 'Politics', 'Biography', 'Autobiography', 'Memoir']"
9777,"Compared favorably to the works of Faulkner and Dickens, Arundhati Roy’s debut novel is a modern classic that has been read and loved worldwide. Equal parts powerful family saga, forbidden love story, and piercing political drama, it is the story of an affluent Indian family forever changed by one fateful day in 1969. The seven-year-old twins Estha and Rahel see their world shaken irrevokably by the arrival of their beautiful young cousin, Sophie. It is an event that will lead to an illicit liaison and tragedies accidental and intentional, exposing “big things [that] lurk unsaid” in a country drifting dangerously toward unrest. Lush, lyrical, and unnerving, The God of Small Things is an award-winning landmark that started for its author an esteemed career of fiction and political commentary that continues unabated.","['Fiction', 'Cultural', 'India', 'Historical', 'Historical Fiction', 'Contemporary']",436,9777,810135,168,679457313,9780679457310.0,Arundhati Roy,1997,The God of Small Things,The God of Small Things,eng,3.91,165378,182127,9294,5833,12631,37349,61880,64434,https://images.gr-assets.com/books/1436217001m/9777.jpg,https://images.gr-assets.com/books/1436217001s/9777.jpg,"['Fiction', 'Cultural', 'India', 'Historical', 'HistoricalFiction', 'Contemporary']"
9791,"The Appalachian Trail stretches from Georgia to Maine and covers some of the most breathtaking terrain in America–majestic mountains, silent forests, sparking lakes. If you’re going to take a hike, it’s probably the place to go. And Bill Bryson is surely the most entertaining guide you’ll find. He introduces us to the history and ecology of the trail and to some of the other hardy (or just foolhardy) folks he meets along the way–and a couple of bears. Already a classic, A Walk in the Woods  will make you long for the great outdoors (or at least a comfortable chair to sit and read in).","['Nonfiction', 'Travel', 'Humor', 'Autobiography', 'Memoir', 'Environment', 'Nature', 'Adventure']",316,9791,613469,95,307279464,9780307279460.0,Bill Bryson,1997,A Walk in the Woods,A Walk in the Woods,eng,4.05,250192,264449,14422,3553,10293,50487,104690,95426,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"['Nonfiction', 'Travel', 'Humor', 'Autobiography', 'Memoir', 'Environment', 'Nature', 'Adventure']"
9844,"Curtis Sittenfeld’s debut novel, Prep, is an insightful, achingly funny coming-of-age story as well as a brilliant dissection of class, race, and gender in a hothouse of adolescent angst and ambition.Lee Fiora is an intelligent, observant fourteen-year-old when her father drops her off in front of her dorm at the prestigious Ault School in Massachusetts. She leaves her animated, affectionate family in South Bend, Indiana, at least in part because of the boarding school’s glossy brochure, in which boys in sweaters chat in front of old brick buildings, girls in kilts hold lacrosse sticks on pristinely mown athletic fields, and everyone sings hymns in chapel. As Lee soon learns, Ault is a cloistered world of jaded, attractive teenagers who spend summers on Nantucket and speak in their own clever shorthand. Both intimidated and fascinated by her classmates, Lee becomes a shrewd observer of–and, ultimately, a participant in–their rituals and mores. As a scholarship student, she constantly feels like an outsider and is both drawn to and repelled by other loners. By the time she’s a senior, Lee has created a hard-won place for herself at Ault. But when her behavior takes a self-destructive and highly public turn, her carefully crafted identity within the community is shattered.Ultimately, Lee’s experiences–complicated relationships with teachers; intense friendships with other girls; an all-consuming preoccupation with a classmate who is less than a boyfriend and more than a crush; conflicts with her parents, from whom Lee feels increasingly distant, coalesce into a singular portrait of the painful and thrilling adolescence universal to us all.From the Hardcover edition.","['Fiction', 'Young Adult', 'Womens Fiction', 'Chick Lit', 'Contemporary', 'Young Adult', 'Coming Of Age']",1843,9844,2317177,54,081297235X,9780812972350.0,Curtis Sittenfeld,2005,Prep,Prep,eng,3.36,50598,53202,4372,3089,7820,17606,16367,8320,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"['Fiction', 'YoungAdult', 'WomensFiction', 'ChickLit', 'Contemporary', 'YoungAdult', 'ComingOfAge']"
10155,"Move aside, Sherlock…Sir Arthur has conjured a protagonist who's an even more arrogant assbag than you. Everyone...the intrepid, the indefatigable, the insufferable Professor G.E. Challenger…
If, like me, you enjoy characters that are gruff, prideful curmudgeonly sorts, than you will have fun with this guy. He is a serious hoot. Trust me.  Physically, Prof. Challenger is a funhouse mirror reflection of Mr. Holmes. Instead of a tall, lanky, clean-shaven gentlemen who calmly condescends to the world around him, we have a short, barrel-chested, physically imposing caveman, with a booming voice and serious anger management issues. 
Tell me he doesn't look like the spitting image of Bluto...from Popeye. Hmmm?Intellectually, however, Challenger is definitely a pea from the same pompous pod as Doyle's most famous literary creation. Zero charm, no social graces and a chip on his shoulder the size of Gibraltar. He is a serious piece of unrestrained windbaggery that pins the needle on the Arrogasshat Pricktardo Scale. And he doled out some serious happy to me while I reading. Like Holmes, of whom I am a screaming fanboy, I found G.E. Challenger to be enormously fun to listen to as he waxed vaingloriously about his greatness and scientific acumen. While I wouldn't want to spend any real-life time socializing with the ill-mannered prig, as a literary companion he's an absolute blast. I can think of no better way to introduce you to the professor, and his over-the-top disagreeability, than the method employed by Doyle to unveil him to readers of The Lost World. When reporter Edward Malone (hiding his true vocation) requests a meeting with the reclusive scientist, this is the letter he receives in reply. 
SIR, I have duly received your note, in which you claim to endorse my views, although I am not aware that they are dependent upon endorsement either from you or anyone else. You have ventured to use the word “speculation” with regard to my statement upon the subject of Darwinism, and I would call your attention to the fact that such a word in such a connection is offensive to a degree. The context convinces me, however, that you have sinned rather through ignorance and tactlessness than through malice, so I am content to pass the matter by. You quote an isolated sentence from my lecture, and appear to have some difficulty in understanding it. I should have thought that only a sub-human intelligence could have failed to grasp the point, but if it really needs amplification I shall consent to see you at the hour named, though visits and visitors of every sort are exceeding distasteful to me. As to your suggestion that I may modify my opinion, I would have you know that it is not my habit to do so after a deliberate expression of my mature views. You will kindly show the envelope of this letter to my man, Austin, when you call, as he has to take every precaution to shield me from the intrusive rascals who call themselves “journalists.” Yours faithfully,     GEORGE EDWARD CHALLENGER.
 Yes...he's like that. Plus he's violent, quick-tempered, pig-headed, racist, elitist, and is not above putting his wife in ""time out"" when he feels she has misbehaved. Yeah, he's pretty much the whole package of awesome. Once I read that, I knew I was in for something loaded with win.  PLOT SUMMARY: Not sure this is really necessary, so I will keep this brief. As the title suggests, this is one of the archetypes of the “lost world” genre and Sir Arthur brings his usual skill to its execution. A journalist (the aforementioned Edward Malone) eager to impress his girlfriend, requests a dangerous assignment. He lands a doozy when an expedition is planned to prove (or disprove) Challenger's claim of having discovered an isolated region of the Amazon inhabited by dinosaurs, pterodactyls and other extinct and exotic creatures. Together with Challenger, another professor (the obligatory skeptic), and Lord Roxton, the standard rough and ready adventurer, the four embark on their fateful quest.Frills, thrills, spills, chills and kills ensue...in abundance.THOUGHTS: This is by the numbers storytelling for this sub genre, but Doyle’s talent and engaging prose make it a lot of fun. It's a given that the fantastic elements of the story have, to an extent, lost their ability to deliver the WOW that they originally produced, and the book's sense of depicting the truly wondrous does suffer a bit as a result. Still, I was pleasantly surprised at how engaging the narrative was and how much fun I had listening to Challenger and his colleagues expound with fervor on their dated scientific theories. Excellent storytelling has no expiration date, and Doyle, like contemporaries H.G. Wells and Jules Verne, has the ability to engage and captivate his audience with the wonders of a bygone age.  I enjoyed myself, Sir Arthur. Thank you. 3.5 stars. Recommended!!","['Classics', 'Science Fiction', 'Fiction', 'Adventure', 'Fantasy', 'Audiobook', 'Animals', 'Dinosaurs', 'Novels', 'Literature', 'European Literature', 'British Literature']",2553,10155,1098725,727,812967259,9780812967260.0,Arthur Conan Doyle,1912,The Lost World ,"The Lost World (Professor Challenger, #1)",,3.92,39169,44585,1440,375,1987,11879,17079,13265,https://images.gr-assets.com/books/1320504012m/10155.jpg,https://images.gr-assets.com/books/1320504012s/10155.jpg,"['Classics', 'ScienceFiction', 'Fiction', 'Adventure', 'Fantasy', 'Audiobook', 'Animals', 'Dinosaurs', 'Novels', 'Literature', 'EuropeanLiterature', 'BritishLiterature']"
10176,"David Sedaris plays in the snow with his sisters. He goes on vacation with his family. He gets a job selling drinks. He attends his brother’s wedding. He mops his sister’s floor. He gives directions to a lost traveler. He eats a hamburger. He has his blood sugar tested. It all sounds so normal, doesn’t it? In his newest collection of essays, David Sedaris lifts the corner of ordinary life, revealing the absurdity teeming below its surface. His world is alive with obscure desires and hidden motives — a world where forgiveness is automatic and an argument can be the highest form of love. Dress Your Family in Corduroy and Denim is another unforgettable collection from one of the wittiest and most original writers at work today.--davidsedarisbooks.com","['Humor', 'Nonfiction', 'Autobiography', 'Memoir', 'Writing', 'Essays', 'Short Stories']",372,10176,2582035,55,965904830,9780965904830.0,David Sedaris,2004,Dress Your Family in Corduroy and Denim,Dress Your Family in Corduroy and Denim,eng,4.08,191923,204247,5776,2483,6620,37230,82749,75165,https://images.gr-assets.com/books/1352983006m/10176.jpg,https://images.gr-assets.com/books/1352983006s/10176.jpg,"['Humor', 'Nonfiction', 'Autobiography', 'Memoir', 'Writing', 'Essays', 'ShortStories']"
10210,"Orphaned as a child, Jane has felt an outcast her whole young life. Her courage is tested once again when she arrives at Thornfield Hall, where she has been hired by the brooding, proud Edward Rochester to care for his ward Adèle. Jane finds herself drawn to his troubled yet kind spirit. She falls in love. Hard. But there is a terrifying secret inside the gloomy, forbidding Thornfield Hall. Is Rochester hiding from Jane? Will Jane be left heartbroken and exiled once again?","['Classics', 'Fiction', 'Romance', 'Historical', 'Historical Fiction', 'Literature', 'Gothic', 'Historical', 'Literature', '19th Century', 'Classics', 'Classic Literature', 'Academic', 'School']",43,10210,2977639,2568,142437204,9780142437210.0,"Charlotte Brontë, Michael Mason",1847,Jane Eyre,Jane Eyre,eng,4.1,1198557,1286135,31212,35132,64274,212294,400214,574221,https://images.gr-assets.com/books/1327867269m/10210.jpg,https://images.gr-assets.com/books/1327867269s/10210.jpg,"['Classics', 'Fiction', 'Romance', 'Historical', 'HistoricalFiction', 'Literature', 'Gothic', 'Historical', 'Literature', '19thCentury', 'Classics', 'ClassicLiterature', 'Academic', 'School']"
